supermarket,no_of_items,variation,total,Payment Method,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,Gender,Weekly_Income_in_`000 (ksh),Spending_Score_(1-100),Age,Income Cluster
karrymart,2,1,2563,mpesa,2017-05-23,no,18:44:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2553,mpesa,2017-05-23,no,05:57:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,2,1,2569,mpesa,2017-05-23,no,07:34:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2550,mpesa,2017-05-23,no,06:58:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,22,3,2595,mpesa,2017-05-23,no,18:46:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2591,mpesa,2017-05-23,no,19:14:00,night,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2561,mpesa,2017-05-23,no,21:01:00,night,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2557,mpesa,2017-05-23,no,12:22:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,1,1,2571,mpesa,2017-05-23,no,06:48:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,22,2,2563,mpesa,2017-05-23,no,19:50:00,night,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,2,2,2575,mpesa,2017-05-23,no,20:44:00,night,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2544,mpesa,2017-05-23,no,10:08:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2560,mpesa,2017-05-23,no,14:34:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,2,2,2574,mpesa,2017-05-23,no,10:21:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2586,mpesa,2017-05-23,no,11:11:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2579,mpesa,2017-05-23,no,08:24:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2548,mpesa,2017-05-23,no,12:42:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2579,mpesa,2017-05-23,no,13:21:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,2,1,2597,mpesa,2017-05-23,no,14:26:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,2,1,2572,mpesa,2017-05-23,no,19:24:00,night,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,1,1,2543,mpesa,2017-05-23,no,11:41:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2575,mpesa,2017-05-23,no,09:36:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,5,3,2598,mpesa,2017-05-23,no,09:25:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,2,1,2574,mpesa,2017-05-23,no,10:21:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,2,1,2599,mpesa,2017-05-23,no,11:36:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2582,mpesa,2017-05-23,no,08:07:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,2,2,2608,mpesa,2017-05-23,no,16:35:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,1,1,2587,mpesa,2017-05-23,no,05:42:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
ukwala,1,1,2599,mpesa,2017-05-30,no,15:22:00,afternoon,median,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,22,2,2612,mpesa,2017-05-23,no,21:03:00,night,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,4,2,2587,mpesa,2017-05-23,no,20:26:00,night,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,2,1,2585,mpesa,2017-05-23,no,19:31:00,night,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,2,2,2593,mpesa,2017-05-23,no,17:39:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2546,mpesa,2017-05-23,no,20:21:00,night,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2583,mpesa,2017-05-23,no,19:34:00,night,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,22,2,2616,mpesa,2017-05-23,no,20:17:00,night,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2607,mpesa,2017-05-23,no,18:54:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
nakumatt,5,2,2625,card,2017-06-06,yes,18:49:00,afternoon,chain,kilimani,high,Tuesday,weekday,no,Female,,,,
nakumatt,6,3,2594,card,2017-06-06,yes,10:45:00,morning,chain,kilimani,high,Tuesday,weekday,no,Female,,,,
nakumatt,1,1,2591,mpesa,2017-06-06,yes,19:01:00,night,chain,kilimani,high,Tuesday,weekday,no,Female,,,,
ukwala,2,2,2607,mpesa,2017-06-06,no,11:43:00,morning,median,cbd,mid,Tuesday,weekday,no,Male,,,,
nakumatt,4,2,2608,mpesa,2017-06-06,yes,19:18:00,night,chain,kilimani,high,Tuesday,weekday,no,Male,,,,
ukwala,2,1,2598,mpesa,2017-06-06,no,07:18:00,morning,median,cbd,mid,Tuesday,weekday,no,Female,,,,
uchumi,22,1,2621,mpesa,2017-06-06,no,08:43:00,morning,chain,kilimani,high,Tuesday,weekday,no,Male,,,,
acacia,1,1,2586,mpesa,2017-06-06,no,20:14:00,night,small,saika,mid,Tuesday,weekday,no,Female,,,,
ukwala,1,1,2632,mpesa,2017-06-06,no,17:34:00,afternoon,median,cbd,mid,Tuesday,weekday,no,Female,,,,
ukwala,1,1,2635,mpesa,2017-06-06,no,18:53:00,afternoon,median,cbd,mid,Tuesday,weekday,no,Male,,,,
acacia,1,1,2653,mpesa,2017-06-06,no,19:35:00,night,small,saika,mid,Tuesday,weekday,no,Male,,,,
nakumatt,22,3,2629,mpesa,2017-06-06,no,10:23:00,morning,chain,cbd,mid,Tuesday,weekday,yes,Male,,,,
tuskys,2,1,2608,mpesa,2017-06-06,no,19:19:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
tuskys,1,1,2625,mpesa,2017-06-06,no,19:20:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
uchumi,1,1,2621,mpesa,2017-06-06,no,18:46:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
acacia,22,1,2617,mpesa,2017-06-06,no,14:51:00,afternoon,small,saika,mid,Tuesday,weekday,no,Female,,,,
nakumatt,22,2,2638,mpesa,2017-05-23,no,16:28:00,afternoon,chain,cbd,mid,Tuesday,weekday,yes,Female,,,,
chandarana,1,1,2629,mpesa,2017-08-22,no,14:47:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,2,1,2620,mpesa,2017-08-22,no,15:54:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2634,mpesa,2017-08-22,no,14:03:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,1,1,2608,mpesa,2017-08-22,no,15:40:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,1,1,2619,mpesa,2017-08-22,no,12:54:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2640,mpesa,2017-08-22,no,12:57:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,2,2,2632,mpesa,2017-08-22,no,12:01:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,2,2,2644,mpesa,2017-08-22,no,17:58:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,22,2,2637,mpesa,2017-08-22,no,17:57:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,4,3,2620,mpesa,2017-08-22,no,14:14:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,22,2,2650,mpesa,2017-08-22,no,15:46:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,2,2,2650,mpesa,2017-08-22,no,17:34:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2642,mpesa,2017-08-22,no,17:04:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,22,3,2666,mpesa,2017-08-22,no,17:05:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,4,2,2652,mpesa,2017-08-22,no,16:36:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,2,1,2639,mpesa,2017-08-22,no,15:21:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,1,1,2636,mpesa,2017-08-22,no,15:45:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,2,2,2645,mpesa,2017-08-22,no,14:35:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2659,mpesa,2017-08-22,no,16:42:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,1,1,2632,mpesa,2017-08-22,no,14:54:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,1,1,2657,mpesa,2017-08-22,no,17:05:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,22,2,2658,mpesa,2017-08-22,no,16:45:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,1,1,2678,mpesa,2017-08-22,no,17:21:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2675,mpesa,2017-08-22,no,17:20:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,22,2,2657,mpesa,2017-08-22,no,17:01:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,1,1,2640,mpesa,2017-08-22,no,16:50:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,2,2,2649,mpesa,2017-08-22,no,16:59:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2643,mpesa,2017-08-22,no,16:27:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2681,mpesa,2017-08-22,no,16:28:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2660,mpesa,2017-08-22,no,17:27:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,2,2,2660,mpesa,2017-08-22,no,16:38:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,2,2,2659,mpesa,2017-08-22,no,17:20:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,22,3,2665,mpesa,2017-08-22,no,17:06:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,4,3,2679,mpesa,2017-08-22,no,16:31:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2667,mpesa,2017-08-22,no,17:45:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,2,1,2688,mpesa,2017-08-22,no,14:31:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,4,3,2671,mpesa,2017-08-22,no,16:27:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2689,mpesa,2017-08-22,no,12:47:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,1,1,2662,mpesa,2017-08-22,no,17:22:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,2,1,2675,mpesa,2017-08-22,no,15:51:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,1,1,2677,mpesa,2017-08-22,no,17:33:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,2,2,2673,mpesa,2017-08-22,no,17:29:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,1,1,2650,mpesa,2017-08-22,no,16:33:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,2,2,2654,mpesa,2017-08-22,no,17:39:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,3,2701,mpesa,2017-08-22,no,16:59:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,2,1,2675,mpesa,2017-08-22,no,17:05:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,6,2,2702,mpesa,2017-08-22,no,16:53:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,2,2,2688,mpesa,2017-08-22,no,16:32:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,2,2,2711,mpesa,2017-08-22,no,16:51:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,2,2,2719,mpesa,2017-08-22,no,17:14:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
Carrefour,2,2,2637,mpesa,2017-08-22,no,16:53:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,5,4,2704,mpesa,2017-08-22,no,17:18:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,2,1,2714,mpesa,2017-08-22,no,16:59:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,2,1,2698,mpesa,2017-08-22,no,16:50:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
chandarana,2,2,2708,mpesa,2017-08-22,no,17:07:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2698,mpesa,2017-08-22,no,16:51:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
Carrefour,15,2,2712,mpesa,2017-08-22,no,15:48:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,15,3,2730,mpesa,2017-08-22,no,17:15:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,9,4,2709,mpesa,2017-08-22,no,17:20:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,2,3,2711,mpesa,2017-08-22,no,17:19:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,3,2716,mpesa,2017-08-22,no,16:37:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,15,2,2703,mpesa,2017-08-22,no,16:58:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,2,2,2729,mpesa,2017-08-22,no,15:04:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,2,3,2723,mpesa,2017-08-22,no,14:37:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2688,mpesa,2017-08-22,no,14:32:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,2,1,2734,mpesa,2017-08-22,no,13:44:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,3,2723,mpesa,2017-08-22,no,16:41:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2708,mpesa,2017-08-22,no,14:34:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,15,2,2706,mpesa,2017-08-22,no,14:59:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,2,2,2740,mpesa,2017-08-22,no,15:01:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,3,2704,mpesa,2017-08-22,no,14:33:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,2,2,2750,mpesa,2017-08-22,no,17:33:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,5,2,2728,mpesa,2017-08-22,no,17:18:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2740,mpesa,2017-08-22,no,17:14:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,9,3,2720,mpesa,2017-08-22,no,17:29:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,9,1,2762,mpesa,2017-08-22,no,17:27:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2734,mpesa,2017-08-22,no,17:15:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2739,mpesa,2017-08-22,no,17:09:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2744,mpesa,2017-08-22,no,17:48:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2749,mpesa,2017-08-22,no,17:09:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2769,mpesa,2017-08-22,no,17:08:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,2,2,2765,mpesa,2017-08-22,no,17:00:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2753,mpesa,2017-08-22,no,17:40:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,3,2726,mpesa,2017-08-22,no,17:50:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2773,mpesa,2017-08-22,no,17:47:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2737,mpesa,2017-08-22,no,15:30:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,2,2,2776,mpesa,2017-08-22,no,15:39:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,9,2,2764,mpesa,2017-08-22,no,15:36:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2784,mpesa,2017-08-22,no,15:38:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,2,1,2784,mpesa,2017-08-22,no,14:49:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,3,2790,mpesa,2017-08-22,no,14:49:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2831,mpesa,2017-08-22,no,14:46:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2783,mpesa,2017-08-22,no,14:47:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,6,3,2798,mpesa,2017-08-22,no,14:51:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,1,3,2789,mpesa,2017-08-22,no,15:15:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2777,mpesa,2017-08-22,no,12:43:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
naivas,12,3,2807,mpesa,2017-08-22,no,17:11:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,3,2810,mpesa,2017-08-22,no,17:03:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,15,2,2782,mpesa,2017-08-22,no,16:18:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,2,2,2809,mpesa,2017-08-22,no,16:53:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,1,2819,mpesa,2017-08-22,no,16:57:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,3,2790,mpesa,2017-08-22,no,15:15:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,8,2,2825,mpesa,2017-08-22,no,16:44:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,2,1,2830,mpesa,2017-08-22,no,16:46:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,2,2,2808,mpesa,2017-08-22,no,16:53:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,1,2827,mpesa,2017-08-22,no,17:05:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2820,mpesa,2017-08-22,no,16:36:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2833,mpesa,2017-08-22,no,17:02:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,2,1,2827,mpesa,2017-08-22,no,16:33:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2838,mpesa,2017-08-22,no,16:58:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,5,3,2841,mpesa,2017-08-22,no,17:01:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,9,2,2853,mpesa,2017-08-22,no,17:10:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,3,2840,mpesa,2017-08-22,no,17:10:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,7,2,2838,mpesa,2017-08-22,no,14:11:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,6,2,2847,mpesa,2017-08-22,no,15:38:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2852,mpesa,2017-08-22,no,14:44:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,1,2839,mpesa,2017-08-22,no,16:59:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,5,2,2855,mpesa,2017-08-22,no,12:52:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,1,2831,mpesa,2017-08-22,no,16:46:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,3,2846,mpesa,2017-08-22,no,16:40:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,2,1,2847,mpesa,2017-08-22,no,16:57:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,3,2853,mpesa,2017-08-22,no,16:46:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,1,2893,mpesa,2017-08-22,no,16:32:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,2,1,2847,mpesa,2017-08-22,no,15:49:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,18,1,2881,mpesa,2017-08-22,no,15:03:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,18,2,2869,mpesa,2017-08-22,no,12:38:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2891,mpesa,2017-08-22,no,16:49:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,15,2,2888,mpesa,2017-08-22,no,16:54:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2886,mpesa,2017-08-22,no,13:28:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,3,2895,mpesa,2017-08-22,no,15:05:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,6,2,2869,card,2017-08-22,no,15:28:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,3,2906,mpesa,2017-08-22,no,15:15:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2915,mpesa,2017-08-22,no,14:44:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2875,mpesa,2017-08-22,no,14:05:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,1,2893,mpesa,2017-08-22,no,16:02:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2898,mpesa,2017-08-22,no,14:37:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2932,mpesa,2017-08-22,no,14:14:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,1,2892,mpesa,2017-08-22,no,15:30:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2936,mpesa,2017-08-22,no,14:47:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
cleanshelf,1,1,2940,mpesa,2017-08-22,no,13:29:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,1,2952,mpesa,2017-08-22,no,16:24:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,9,3,2959,mpesa,2017-08-22,no,14:36:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,18,2,2921,mpesa,2017-08-22,no,12:20:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,18,2,2944,mpesa,2017-08-22,no,12:20:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,18,3,2958,mpesa,2017-08-22,no,13:01:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Male,,,,
cleanshelf,1,1,2955,mpesa,2017-08-22,no,12:34:00,afternoon,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
tuskys,7,2,2952,card,2017-08-29,no,17:38:00,evening,chain,Westlands,mid,Tuesday,weekday,no,Female,,,,
nakumatt,1,3,2956,mpesa,2017-08-29,yes,10:23:00,morning,chain,junction,mid,Tuesday,weekday,no,Male,,,,
tuskys,6,2,2969,mpesa,2017-05-09,no,21:23:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
nakumatt,18,1,2984,mpesa,2017-06-13,no,21:54:00,night,chain,cbd,mid,Tuesday,weekday,yes,Female,,,,
acacia,18,1,2966,mpesa,2017-06-13,no,07:55:00,morning,small,saika,mid,Tuesday,weekday,no,Male,,,,
nakumatt,1,1,2989,mpesa,2017-07-13,no,21:44:00,night,chain,cbd,mid,Tuesday,weekday,yes,Male,,,,
nakumatt,9,1,3003,mpesa,2017-05-26,yes,20:25:00,night,chain,junction,mid,Tuesday,weekday,no,Female,,,,
acacia,1,1,2990,mpesa,2017-06-13,no,18:59:00,evening,small,saika,mid,Tuesday,weekday,no,Female,,,,
nakumatt,15,2,2973,mpesa,2017-07-25,no,22:02:00,night,chain,cbd,mid,Tuesday,weekday,yes,Male,,,,
nakumatt,5,1,3012,mpesa,2017-06-19,no,10:06:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
nakumatt,1,1,3009,mpesa,2017-06-19,no,08:26:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
